eGRID2016 Plant file sequence number,Plant state abbreviation,Plant name,Plant latitude,Plant longitude,Plant primary fuel,Plant capacity factor,Plant nameplate capacity (MW),Plant annual net generation (MWh),Plant annual CO2 equivalent emissions (tons)
SEQPLT16,PSTATABB,PNAME,LAT,LON,PLPRMFL,CAPFAC,NAMEPCAP,PLNGENAN,PLCO2EQA
7048,NY,Jamaica Bay Peaking,40.6097,-73.7622,KER,0.0167,60.5,8837,"8,702"
7049,NY,James A Fitzpatrick,43.52139,-76.408394,NUC,0.7603,882,5874126,0
7050,NY,Jarvis (Hinckley),43.3121,-75.109,WAT,0.3693,9,29119,0
7051,NY,Jefferson-Lewis BOCES Solar,43.970958,-75.969805,SUN,,1.5,,
7052,NY,Jericho Rise Wind Farm LLC,44.888889,-74.103333,WND,0.0225,77.7,15320,0
7053,NY,Johnsonville Dam,42.920374,-73.508886,WAT,0.1351,4,4732,0
7054,NY,Jordanville Wind Farm,43.5,-75,WND,,80,,
7055,NY,Kamargo,44.0117,-75.7967,WAT,0.3206,6,16849,0
7056,NY,Kensico,41.0851,-73.7748,WAT,,3,,
7057,NY,Kent Falls,44.7053,-73.5967,WAT,0.3641,12.4,39550,0
7058,NY,Keuka,42.494167,-77.119444,WAT,,2,,
7059,NY,KIAC Cogeneration,40.6417,-73.7778,NG,0.4594,171.2,688937,"360,966"
7060,NY,Kings Falls Hydroelectric,43.917267,-75.633822,WAT,,1.6,,
7061,NY,Kings Park Solar I,40.868294,-73.249281,SUN,,2,,
7062,NY,Kings Park Solar II,40.868294,-73.249281,SUN,,2,,
7063,NY,Kosterville,43.614218,-75.332705,WAT,0.2901,1,2541,0
7064,NY,Lachute Hydro Lower,43.849029,-73.420701,WAT,0.3221,3.8,10721,0
7065,NY,Lachute Hydro Upper,43.843869,-73.431207,WAT,0.2354,5.2,10721,0
7066,NY,Leavenworth Greenworks LLC,40.925278,-72.763333,SUN,0.1367,9.5,11375,0
7067,NY,Lederle Laboratories,41.0772,-74.0181,NG,0.6062,23.4,124270,"45,318"
7068,NY,Letchworth Solar Project,42.618969,-78.17952,SUN,,1.2,,
7069,NY,Lewiston Niagara,43.142973,-79.021958,WAT,0,240,-284770,0
7070,NY,Lighthouse Hill,43.524103,-75.970318,WAT,0.2868,8,20097,0
7071,NY,Little Falls Hydro,43.040335,-74.850621,WAT,0.4388,13,49974,0
7072,NY,Lockport,43.161947,-78.744971,NG,0.3182,221.3,616800,"318,430"
7073,NY,Long Island Solar Farm LLC,40.861111,-72.847777,SUN,0.1946,31.5,53709,0
7074,NY,Longfalls Facility,43.980806,-75.624677,WAT,0.2878,3.3,8320,0
7075,NY,Lovett,41.257778,-73.979722,,,449.1,,
7076,NY,Lower Beaver Falls Project,43.884444,-75.430556,WAT,0.5538,1,4851,0
7077,NY,Lower Saranac Hydroelectric Facility,44.6694,-73.5075,WAT,0.411,6.7,24125,0
7078,NY,Lyons Falls Hydroelectric,43.61863,-75.358577,WAT,0.621,5.5,29921,0
7079,NY,Lyonsdale Associates,43.618874,-75.30546,WAT,0.411,3,10802,0
7080,NY,MacArthur Waste to Energy Facility,40.7869,-73.1064,MSW,0.5243,12.5,57414,"81,383"
7081,NY,Macomb,44.877326,-74.306288,WAT,0.6449,1,5649,0
7082,NY,Madison Windpower LLC,42.894722,-75.451666,WND,0.196,11.5,19742,0
7083,NY,Maple Ridge Wind Farm,43.7853,-75.5753,WND,0.271,322,764322,0
7084,NY,Marble River Wind Farm,44.975833,-73.929722,WND,0.2772,215,522111,0
7085,NY,Marsh Hill Wind Farm,42.163889,-77.528889,WND,0.3874,16.2,54969,0
7086,NY,Massena Energy Facility,44.9503,-74.8928,NG,0.0043,104.1,3909,"2,270"
7087,NY,Mercy Medical Center,40.688333,-73.630833,DFO,0.0009,3,23,19
7088,NY,Middle Falls Hydro,43.098711,-73.525271,WAT,0.6369,2.2,12275,0
7089,NY,Mill C,44.6967,-73.6122,WAT,0.4712,6,24766,0
7090,NY,Mill Seat Renewable Energy Facility,43.063706,-77.932902,LFG,0,2.4,0,
7091,NY,Millbrook School,41.84581,-73.619485,SUN,0.1576,1.4,1933,0
7092,NY,Minetto,43.4003,-76.4739,WAT,0.3027,10,26512,0
7093,NY,MM Albany Energy,42.704391,-73.850866,LFG,0.5536,5.9,28614,0
7094,NY,Model City Energy Facility,43.2094,-78.9836,LFG,0.779,5.6,38216,0
7095,NY,Modern Innovative Energy LLC,43.2094,-78.9836,LFG,0.1271,12.8,14253,0
7096,NY,Mongaup,41.537722,-74.771383,WAT,0.1647,4,5771,0
7097,NY,Monroe Community College Plant,43.103889,-77.610278,NG,0.2284,6.4,12804,"4,209"
7098,NY,Monroe Livingston Gas Recovery,42.9903,-77.8011,LFG,0.3142,2.4,6606,0
7099,NY,Montauk,41.0425,-71.957778,DFO,,6,,
7100,NY,Montefieor Medical Center Moses Division,40.881389,-73.880278,NG,0.208,18,32803,"21,548"
7101,NY,Montefiore - Westchester Square,40.840648,-73.848367,DFO,0,1,0,
7102,NY,Moose River,43.610664,-75.341325,WAT,0.4579,12.6,50541,0
7103,NY,Moshier,43.8719,-75.1364,WAT,0.5005,8,35076,0
7104,NY,Mount Sinai Hospital,40.78999,-73.953689,DFO,0,18.7,0,
7105,NY,Mt Ida Hydroelectric,42.721326,-73.680608,WAT,0.2756,3,7243,0
7106,NY,Munnsville Wind Farm LLC,42.9086,-75.5697,WND,0.3103,34.5,93773,0
7107,NY,Musgrave East Solar Farm,42.731496,-76.663665,SUN,0.0002,2,3,0
7108,NY,Musgrave West Solar Farm,42.731496,-76.663665,SUN,0,2,0,
7109,NY,Nanticoke LFG,42.243704,-75.982533,LFG,0.862,4,30206,0
7110,NY,Narrows Generating Station,40.648611,-74.020833,NG,0.0258,352,79461,"73,347"
7111,NY,Nassau Energy Corporation,40.7264,-73.5892,NG,0.7907,55,380974,"117,651"
7112,NY,Neversink,41.8194,-74.6358,WAT,0.1045,25,22887,0
7113,NY,New York Presbyterian Hospital-168th St,40.840854,-73.941391,DFO,0,11.9,0,
7114,NY,New York State Dam Hydro,42.781779,-73.696096,WAT,0.439,11.4,43843,0
7115,NY,New York University Central Plant,40.7899,-73.9233,NG,0.5829,19,97009,"55,694"
7116,NY,Newport Hydro,43.1853,-75.0169,WAT,0.4741,1.7,7060,0
7117,NY,"Niagara Generation, LLC",43.0804,-79.0082,WDS,,56,,
7118,NY,Nine Mile Point Nuclear Station,43.5211,-76.41,NUC,0.9308,"1,901.10",15500372,0
7119,NY,NISA Electric Generation Project,40.7065,-73.9702,NG,,92.5,,
7120,NY,Nissequogue Energy Center,40.916833,-73.129056,NG,0.6925,47,285095,"101,022"
7121,NY,Noble Altona Windpark LLC,44.8216,-73.6509,WND,0.1992,97.5,170107,0
7122,NY,Noble Bellmont Windpark LLC,44.890833,-73.985833,WND,,21,,
7123,NY,Noble Bliss Windpark LLC,42.5367,-78.3047,WND,0.2322,100.5,204398,0
7124,NY,Noble Chateaugay Windpark LLC,44.8917,-74.0299,WND,0.2247,106.5,209629,0
7125,NY,Noble Clinton Windpark LLC,44.8914,-74.0061,WND,0.1989,100.5,175117,0
7126,NY,Noble Ellenburg Windpark LLC,44.8914,-74.0061,WND,0.2379,81,168823,0
7127,NY,Noble Wethersfield Windpark LLC,42.6697,-78.2278,WND,0.2399,126,264773,0
7128,NY,Norfolk,44.8053,-74.9975,WAT,0.4071,5,17831,0
7129,NY,Normanskill Hydro Project,42.712356,-73.957324,WAT,0.1615,1.2,1698,0
7130,NY,North 1st,40.7171,-73.9664,NG,0.1108,47,45605,"29,055"
7131,NY,North County,40.763056,-73.323611,SUN,0.1406,1,1232,0
7132,NY,"North Slope, LLC",44.891923,-73.942488,WND,,200,,
7133,NY,Northern Westchester Hospital,41.196839,-73.725695,,,2,,
7134,NY,Northport,40.923565,-73.342323,NG,0.1827,"1,564.00",2502365,"1,629,393"
7135,NY,Norwood,44.7439,-75.0042,WAT,0.6881,2,12056,0
7136,NY,NRG Dunkirk Power,42.491467,-79.346631,SUB,0,627.2,0,
7137,NY,NY - Presbyt. Hospital - 525 E 68TH St,40.764396,-73.95393,DFO,0,18.4,0,
7138,NY,NY Times Daily Production Facility,40.775397,-73.830918,DFO,0,12,0,
7139,NY,NYC-HH - CONEY ISLAND HOSPITAL,40.58549,-73.965581,DFO,0,2.8,0,
7140,NY,NYU Luthern Medical Center,40.6467,-74.0211,NG,0,4.6,0,
7141,NY,OBP Cogen,40.754865,-73.983248,NG,0.7602,4.6,30631,"10,159"
7142,NY,Oceanside Energy,40.6369,-73.6383,LFG,,4.2,,
7143,NY,Ogdensburg,44.704089,-75.487049,WAT,0.319,3.5,9779,0
7144,NY,Oneida - South,43.166353,-75.386866,SUN,0.0632,1.9,1051,0
7145,NY,Oneida - West,43.169617,-75.404866,SUN,0.0787,1.9,1309,0
7146,NY,Oneida County- DPW,43.150761,-75.371258,SUN,,1.4,,
7147,NY,Oneida Herkimer,43.462222,-75.418333,LFG,0.9187,3.2,25753,0
7148,NY,Onondaga County - Metro Water Board,43.183782,-76.224075,SUN,0.1178,1,1032,0
7149,NY,Onondaga County - Oak Orchard WWTP,43.172719,-76.130123,SUN,,2,,
7150,NY,Onondaga County- Clearwater,43.429317,-76.515717,SUN,,2.4,,
7151,NY,Onondaga County- Jamesville,42.986644,-76.064219,SUN,,1.9,,
7152,NY,Onondaga County Resource Recovery,43.0047,-76.1149,MSW,0.5716,39.5,197780,"178,997"
7153,NY,Onondaga Energy Partners LP,43.0403,-76.2844,LFG,,0.7,,
7154,NY,Ontario LFGTE,42.8586,-77.0872,LFG,0.5979,11.2,58658,0
7155,NY,Onyx - Lamphear Road,43.18413,-75.476724,SUN,0.0114,2,199,0
7156,NY,Orange County Solar Farm (NY),41.404879,-74.359495,SUN,,1.5,,
7157,NY,Oswegatchie,44.27,-75.199167,WAT,0.4055,1.8,6394,0
7158,NY,Oswego County - Fulton Solar,43.342437,-76.34325,SUN,,2,,
7159,NY,Oswego County Energy Recovery,43.348808,-76.425169,MSW,0.3616,3.6,11403,"3,340"
7160,NY,Oswego Falls East,43.3161,-76.4153,WAT,0.3814,6,20048,0
7161,NY,Oswego Falls West,43.3156,-76.4172,WAT,0.1996,4,6995,0
7162,NY,Oswego Harbor Power,43.4586,-76.5319,RFO,0.0023,"1,895.60",38851,"41,085"
7163,NY,Owens Corning at Bethlehem,42.586944,-73.865,SUN,0.1917,2,3359,0
7164,NY,Oyster Bay Energy Partners LP,40.768333,-73.456666,LFG,,1.4,,
7165,NY,Parishville,44.63,-74.8258,WAT,0.4839,3,12717,0
7166,NY,Peak Power 1 Cogen,40.751111,-73.991667,NG,0.1901,6.3,10489,"3,353"
7167,NY,Philadlephia,44.158611,-75.708778,WAT,0.1941,3.6,6121,0
7168,NY,Phoenix Hydro Project,43.227058,-76.302137,WAT,0.3119,3.2,8742,0
7169,NY,Piercefield,44.233419,-74.566217,WAT,0.6436,2.7,15222,0
7170,NY,Pinelawn Power,40.736611,-73.388424,NG,0.2165,82,155528,"80,170"
7171,NY,Plant No 1 Freeport,40.6561,-73.5922,DFO,0.0016,13.2,188,188
7172,NY,Poletti 500 MW CC,40.7889,-73.9069,NG,0.5886,528,2722323,"1,215,123"
7173,NY,Port Jefferson Energy Center,40.949696,-73.078507,NG,0.0847,590,437602,"311,074"
7174,NY,Port Leyden Hydroelectric Project,43.583611,-75.339167,WAT,0.4549,1,3985,0
7175,NY,Port Richmond WWT Solar,40.638056,-74.126111,SUN,0.1744,1,1528,0
7176,NY,Pouch Terminal,40.6182,-74.06849,NG,0.1578,47,64985,"41,330"
7177,NY,Prospect,43.291861,-75.147734,WAT,0.4165,19,69327,0
7178,NY,Pyrites Plant,44.522043,-75.188108,WAT,0.3437,8.2,24686,0
7179,NY,R E Ginna Nuclear Power Plant,43.2777,-77.3099,NUC,0.9427,614,5070323,0
7180,NY,Rainbow Falls Auscble,44.5236,-73.4617,WAT,0,2.6,0,
7181,NY,Rainbow Falls Hydro,44.5178,-74.8228,WAT,0.3942,25,86320,0
7182,NY,Ravenswood Generating Station,40.759167,-73.946111,RFO,0.2271,"2,625.00",5221278,"3,157,021"
7183,NY,Raymondville,44.835,-74.9803,WAT,0.5663,2,9922,0
7184,NY,"RED-Rochester, LLC-Eastman Business Park",43.1989,-77.6319,BIT,0.2067,209.8,379956,"260,130"
7185,NY,ReEnergy Chateaugay Power Station,44.8927,-74.0746,WDS,0,19.7,0,0
7186,NY,ReEnergy Lyonsdale Biomass,43.617965,-75.305443,WDS,0.7041,21.1,130148,"1,585"
7187,NY,Rensselaer Cogen,42.625325,-73.749955,NG,0.0403,88.2,31136,"16,642"
7188,NY,Richard M Flynn (Holtsville),40.8158,-73.064,NG,0.8123,164,1166967,"566,799"
7189,NY,Rio,41.4625,-74.7578,WAT,0.1521,10.8,14386,0
7190,NY,Ripley Westfield Wind LLC,42.241111,-79.635,WND,,75,,
7191,NY,Riverbay Corp. - Co-Op City,40.869972,-73.824437,NG,0.2823,49.5,122426,"20,084"
7192,NY,Riverhead,40.826111,-73.232222,SUN,0.0184,1.5,242,0
7193,NY,"Roaring Brook, LLC",43.709597,-75.616219,WND,,78,,
7194,NY,Robert Moses Niagara,43.1427,-79.0394,WAT,0.7225,"2,429.10",15373232,0
7195,NY,Robert Moses Power Dam,45.0038,-74.7994,WAT,0.8873,912,7088396,0
7196,NY,Rochester 2,43.1611,-77.615,WAT,0.1276,8.5,9503,0
7197,NY,Rochester 26,43.1522,-77.6098,WAT,0.2187,3,5748,0
7198,NY,Rochester 3,43.161667,-77.618055,DFO,,19,,
7199,NY,Rochester 5,43.1803,-77.6278,WAT,0.2876,43.6,109860,0
7200,NY,Rochester 7,43.268889,-77.629444,BIT,,252.6,,
7201,NY,Rochester 9,43.151,-77.6601,NG,,19,,
7202,NY,Roseton Generating LLC,41.573783,-73.966269,RFO,0.0277,"1,242.00",301183,"214,333"
7203,NY,S A Carlson,42.0933,-79.2478,NG,0.2518,96.3,212391,"115,794"
7204,NY,"Saranac Power Partners, LP",44.7132,-73.4557,NG,0.0354,285.6,88579,"49,653"
7205,NY,Schaghticoke,42.8992,-73.5989,WAT,0.2548,16,35716,0
7206,NY,School Street,42.78498,-73.707983,WAT,0.35,42,128776,0
7207,NY,Schuylerville,43.096823,-73.582107,WAT,0.3553,2,6225,0
7208,NY,Selkirk Cogen Partners,42.5744,-73.8592,NG,0.1592,446,621943,"267,555"
7209,NY,Seneca Energy,42.9281,-76.8408,LFG,0.6351,24,133523,0
7210,NY,Sewalls,43.9775,-75.8942,WAT,0.5527,2,9683,0
7211,NY,Sherman Island,43.2797,-73.7094,WAT,0.4319,36.3,137352,0
7212,NY,Shoemaker,41.4278,-74.4186,NG,0.0005,41.9,200,351
7213,NY,Shoreham,40.96159,-72.864976,DFO,0.0084,71.5,5268,"6,381"
7214,NY,Shoreham Energy,40.957053,-72.865877,DFO,0.0071,100,6184,"5,843"
7215,NY,Shoreham Solar Commons,40.934411,-72.888511,SUN,,24.9,,
7216,NY,Sissonville Hydro,44.685589,-75.002868,WAT,0.4292,3,11278,0
7217,NY,Skidmore College,43.093682,-73.81132,SUN,0.1585,2,2776,0
7218,NY,Smithtown Energy Partners LP,40.884167,-73.243611,LFG,,1.4,,
7219,NY,Soft Maple,43.9206,-75.2433,WAT,0.2402,16,33670,0
7220,NY,Somerset Operating Company  (Kintigh),43.358889,-78.604722,BIT,0.1094,655.1,627632,"675,126"
7221,NY,South Cairo,42.291275,-73.986452,KER,0.0003,21.6,60,68
7222,NY,South Colton,44.5133,-74.8831,WAT,0.3804,21,69985,0
7223,NY,South Edwards,44.2678,-75.1961,WAT,0.324,4,11354,0
7224,NY,South Glens Falls Hydroelectric,43.304413,-73.63993,WAT,0.4914,13.8,59404,0
7225,NY,South Hampton,40.899997,-72.381977,DFO,0.0162,11.5,1634,"3,538"
7226,NY,South Oaks Hospital,40.6853,-73.4258,NG,0.3186,2.2,6140,"1,825"
7227,NY,Southold,41.1059,-72.3761,DFO,0.0055,14,669,"1,301"
7228,NY,Spier Falls,43.2339,-73.7556,WAT,0.346,56,169748,0
7229,NY,SREC Bath LFGTE,42.322263,-77.385646,LFG,0.5536,3.2,15517,0
7230,NY,Stark,44.4553,-74.7614,WAT,0.3537,26,80566,0
7231,NY,Starrett City Cogen Facility,40.6492,-73.8792,NG,0.4391,18,69242,"24,517"
7232,NY,Steel Sun,42.812811,-78.845313,SUN,0.2849,2,4992,0
7233,NY,Steel Winds II,42.8072,-78.8617,WND,0.2916,15,38311,0
7234,NY,Steel Winds Wind Farm,42.8167,-78.8675,WND,0.3351,20,58717,0
7235,NY,Stephentown Spindle,42.556501,-73.377477,MWH,0.1587,20,27806,0
7236,NY,Sterling Power Plant,43.080338,-75.600963,NG,0.0203,65.3,11631,"5,821"
7237,NY,Sterlington Greenworks LLC,41.0675,-72.440278,SUN,0.1827,1.3,2080,0
7238,NY,Stewarts Bridge,43.2978,-73.8853,WAT,0.2969,38.5,100142,0
7239,NY,Stillwater Hydro Electric Project,42.937465,-73.654393,WAT,0.445,3.4,13255,0
7240,NY,Stillwater Reservoir Hydro,43.897386,-75.04,WAT,0.3404,1.8,5367,0
7241,NY,Stony Creek Wind Farm NY,42.767614,-78.415843,WND,0.3205,94.4,265035,0
7242,NY,Sturgeon,41.848191,-74.046678,WAT,0.2548,14.4,32143,0
7243,NY,Stuyvesant Falls,42.351389,-73.733889,WAT,0.182,6,9564,0
7244,NY,Sugar Island,44.642181,-74.976473,WAT,0.6956,4,24373,0
7245,NY,Sullivan County - Adult Care Solar,41.7966,-74.708077,SUN,,2,,
7246,NY,SUNY Old Westbury College,40.797858,-73.565661,NG,0.6563,1.8,10349,"5,500"
7247,NY,Sutter Greeworks LLC,40.928056,-72.771111,SUN,0.2169,5,9499,0
7248,NY,Swinging Bridge 1,41.571667,-74.782777,WAT,,5,,
7249,NY,Swinging Bridge 2,41.5717,-74.7828,WAT,0.0998,6.8,5942,0
7250,NY,Synergy Biogas,42.828889,-78.055,OBG,0.3035,1.4,3722,3
7251,NY,"Syracuse, LLC",43.0664,-76.2144,NG,0.0317,102.7,28551,"14,419"
7252,NY,Talcville,44.3083,-75.3083,WAT,0.2783,1.1,2682,0
7253,NY,Tannery Island Power,43.98,-75.6131,WAT,0.5213,1.5,6850,0
7254,NY,Tannery Road Landfill,43.239004,-75.534588,SUN,0.065,2,1139,0
7255,NY,Taylorville,43.927002,-75.321877,WAT,0.6174,4,21634,0
7256,NY,TBE-Montgomery LLC,41.4885,-74.2262,OBG,,21,,
7257,NY,Theresa Plant,44.21742,-75.795173,WAT,0.5344,1.3,6086,0
7258,NY,Ticonderoga Mill,43.891437,-73.396998,RFO,0.6025,42.1,222204,"25,250"
7259,NY,Time Warner Cable - Knowles,42.337435,-77.375323,SUN,,2,,
7260,NY,Tompkins Cortland Community College,42.5025,-76.2865,SUN,0.1522,2,2666,0
7261,NY,Town of Halfmoon,42.834978,-73.675675,SUN,,1,,
7262,NY,Town of Williamson Landfill PV,43.244444,-77.174722,SUN,0.1858,1.2,1953,0
7263,NY,Trenton Falls,43.2758,-75.1567,WAT,0.7151,21.9,137185,0
7264,NY,Union Falls,44.510739,-73.913079,WAT,0.3949,2.6,8993,0
7265,NY,Unionville Hydro Project 2499 NY,44.714518,-74.996581,WAT,0.4722,3,12410,0
7266,NY,University of Rochester,43.123889,-77.628889,NG,0.2753,25.4,61265,"20,270"
7267,NY,Upper Beaver Falls Project,43.883611,-75.428056,WAT,0.654,1.5,8594,0
7268,NY,Upper Mechanicville,42.9126,-73.6805,WAT,0.324,16.4,46547,0
7269,NY,Upper Newton Falls,44.214444,-74.991389,WAT,0.4072,1.5,5350,0
7270,NY,US Gypsum Oakfield,43.0647,-78.2972,NG,0.4733,5.8,24049,"7,870"
7271,NY,Valley Falls Hydroelectric Facility,42.9044,-73.5625,WAT,0.3393,2.5,7430,0
7272,NY,Varick,43.4486,-76.5056,WAT,0.2944,8,20629,0
7273,NY,Vernon Boulevard,40.7537,-73.9508,NG,0.0594,94,48915,"31,098"
7274,NY,Victory Mills,42.9197,-76.5477,WAT,0.2702,1.7,4024,0
7275,NY,Vischer Ferry,42.80746,-73.84269,WAT,0.2883,11.6,29292,0
7276,NY,Vulcraft Solar,42.005874,-76.61935,SUN,0.1749,1.6,2452,0
7277,NY,Wading River Facility,40.956932,-72.877411,DFO,0.011,238.5,22972,"31,904"
7278,NY,Walden,41.55998,-74.195154,WAT,0.1139,2.4,2395,0
7279,NY,Wappinger Falls Hydroelectric,41.598395,-73.922036,WAT,0.3329,2,5833,0
7280,NY,Warrensburg Hydroelectric,43.4833,-73.7986,WAT,0.3748,2.9,9522,0
7281,NY,Waste Management Madison County LFGTE,43.0336,-75.7028,LFG,0.453,1.6,6349,0
7282,NY,Watchtower Educational Center,41.498392,-73.57456,NG,0,2.1,0,
7283,NY,Waterport,43.3272,-78.2394,WAT,0.2844,4,9965,0
7284,NY,Waterside,40.753333,-73.975833,RFO,,199.8,,
7285,NY,Watertown,43.975801,-75.874669,WAT,0.3089,8.1,21917,0
7286,NY,West Babylon Facility,40.695485,-73.348573,DFO,0.0091,52.4,4154,"5,181"
7287,NY,West Coxsackie,42.350889,-73.815798,NG,0.0027,21.6,505,427
7288,NY,West Delaware Tunnel Plant,41.859601,-74.510259,WAT,0.1242,7.5,8157,0
7289,NY,West End Dam Hydroelectric Project,43.98289,-75.620583,WAT,0.541,4.4,20853,0
7290,NY,Wethersfield Wind Farm,42.678819,-78.243792,WND,0.2167,6.6,12528,0
7291,NY,Wheelabrator Hudson Falls,43.3056,-73.591447,MSW,0.6098,14.4,76924,"84,551"
7292,NY,Wheelabrator Westchester,41.277129,-73.942344,MSW,0.7407,59.7,387353,"367,719"
7293,NY,William Floyd School District,40.776944,-72.850833,NG,0.0699,3.9,2387,881
7294,NY,Wiscoy 170,42.5042,-78.0828,WAT,0,1,0,
7295,NY,Yaleville,44.7661,-74.9997,WAT,0.1523,2,2669,0
7296,NY,Zotos International WPGF,42.886944,-76.968333,WND,0.0561,3.4,1670,0
7297,OH,AEP Bluffton NaS,40.8928,-83.8863,MWH,0,2,0,
7298,OH,AES ES Tait,39.728611,-84.208333,MWH,0,20,-4427,0
7299,OH,Akron Recycle Energy Plant,41.073336,-81.530642,WDS,,4,,
7300,OH,Akron WRF,41.153333,-81.568889,OBG,0.5213,1.8,8220,6
7301,OH,AMP Napoleon Solar Facility,41.406667,-84.110833,SUN,0.1594,3.5,4888,0
7302,OH,AMP-Ohio Gas Turbines Bowling Green,41.397369,-83.641236,NG,0.0061,49.5,2622,827
7303,OH,AMP-Ohio Gas Turbines Galion,40.7167,-82.789,NG,0.0078,49.5,3400,"1,839"
7304,OH,AMP-Ohio Gas Turbines Napoleon,41.4079,-84.1095,NG,0.0071,49.5,3077,"2,015"
7305,OH,Anadarko,39.756982,-81.115503,DFO,0.0011,7.8,72,"1,394"
7306,OH,Anthony Wayne Solar #1,41.627222,-83.574722,SUN,0.142,1.7,2115,0
7307,OH,Arcanum,39.9861,-84.5503,DFO,0.0014,1.2,15,14
7308,OH,Arcanum Peaking,39.9867,-84.5513,DFO,0.0065,1.8,103,89
7309,OH,ArcelorMittal Cleveland LLC,41.4739,-81.6728,PRG,0.2631,68,156708,"30,704"
7310,OH,ArcelorMittal Warren,41.2119,-80.8176,OG,0.2039,20.5,36621,"12,854"
7311,OH,Ashtabula,41.890026,-80.7612,NG,0.6586,26.1,150573,"46,401"
7312,OH,Auglaize Hydro,41.237206,-84.399756,WAT,0.1996,5,8743,0
7313,OH,Avon Lake Power Plant,41.504453,-82.054619,BIT,0.1444,870,1100296,"1,159,590"
7314,OH,Battery Utility of Ohio,40.260278,-82.833056,MWH,0,4,-479,0
7315,OH,Bay Shore,41.6917,-83.4378,PC,0.1652,665.3,963010,"1,356,156"
7316,OH,Bay View Backup Power Facility,41.688333,-83.484722,NG,0.0432,12,4538,681
7317,OH,Bay View Cogeneration Facility,41.688333,-83.484722,LFG,,12,,
7318,OH,Bellefontaine Gas Producers LLC,40.410751,-83.71788,LFG,0.8111,4.8,34106,0
7319,OH,Black Fork Wind Energy Project,40.854622,-82.7612,WND,,200,,
7320,OH,Blue Creek Wind Project,40.931515,-84.561824,WND,0.3065,302,810707,0
7321,OH,Bowling Green,41.3822,-83.6113,DFO,0.0001,8.8,4,3
7322,OH,Bowling Green Wind,41.3786,-83.7383,WND,0.1727,7.2,10892,0
7323,OH,Bridgewater Dairy Anaerobic Digester,41.6292,-84.6694,OBG,0.2628,1.2,2763,5
7324,OH,Broshco Fabricated Products,40.776111,-82.568611,NG,0.1118,4.7,4602,"2,736"
7325,OH,Brown County LFGTE Power Station,38.895,-83.903,LFG,,4.8,,
7326,OH,Bryan (OH),41.471822,-84.543148,NG,0.0064,39.3,2211,"2,137"
7327,OH,Bryan Peaking,41.4609,-84.527,DFO,0.0066,10.8,626,540
7328,OH,Bryan Solar Field,41.476389,-84.586111,SUN,0.137,2.1,2520,0
7329,OH,Buckeye Wind Farm,40.1607,-83.6279,WND,,100,,
7330,OH,Carbon Limestone,40.9975,-80.5208,LFG,0.6014,25.6,134874,0
7331,OH,Cardinal,40.2522,-80.6486,BIT,0.5574,"1,880.40",9180921,"9,322,721"
7332,OH,Carroll County Energy,40.60441,-81.05918,NG,,832.3,,
7333,OH,"Celina Solar Project #1, LLC",40.540556,-84.590556,SUN,0.176,4,6166,0
7334,OH,Central Utility Plant Cincinnati,39.134533,-84.509419,NG,0.4164,47.2,172186,"56,142"
7335,OH,City of Shelby Electric Distribution,40.896088,-82.66564,DFO,0.0045,1.8,71,71
7336,OH,"Clean Energy Future-Lordstown, LLC",41.14889,-80.85162,NG,,962,,
7337,OH,Cleveland Peaking,41.556714,-81.588233,DFO,0.0034,10.8,318,278
7338,OH,Clinton Battery,39.295883,-83.960782,MWH,0,10,-113,0
7339,OH,Clyde Solar Array,41.319351,-82.984331,SUN,0.1177,2.8,2887,0
7340,OH,Collinwood,41.556867,-81.58796,NG,0,16,0,
7341,OH,Collinwood BioEnergy Facility,41.555556,-81.589167,OBG,0.34,1,2978,2
7342,OH,Conesville,40.1842,-81.8811,BIT,0.238,"2,174.80",4534110,"5,274,386"
7343,OH,Cooper Farms VW Project,40.905833,-84.570277,WND,0.3542,4.5,13961,0
7344,OH,CU Solar Plant,39.741944,-83.816944,SUN,0.1765,1.8,2783,0
7345,OH,Darby Electric Generating Station,39.7139,-83.1778,NG,0.0138,564,68101,"50,079"
7346,OH,Davis Besse,41.5967,-83.0861,NUC,0.7889,925.2,6394136,0
7347,OH,DG AMP Solar Bowling Green,41.396,-83.582,SUN,,20,,
7348,OH,DG AMP Solar Jackson Center,40.444969,-84.047247,SUN,,1.6,,
7349,OH,DG AMP Solar Orrville 3,40.856428,-81.759461,SUN,,2.3,,
7350,OH,DG AMP Solar Versailles,40.2207,-84.4978,SUN,,1.8,,
7351,OH,Dodge Park Engine No 1,39.952367,-83.014425,DFO,0.0002,2,4,8
7352,OH,Dover,40.520066,-81.46815,BIT,0.0983,53.6,46151,"82,669"
7353,OH,Dover Peaking,40.5416,-81.4985,DFO,0.0069,10.8,655,565
7354,OH,Dresden Energy Facility,40.0928,-82.0276,NG,0.6659,678.3,3956473,"1,543,594"
7355,OH,"Dynegy Dicks Creek, LLC",39.465,-84.3778,NG,0.0014,159.1,2005,"3,548"
7356,OH,"Dynegy Hanging Rock II, LLC",38.5731,-82.7833,NG,0.8611,"1,288.20",9716972,"4,242,209"
7357,OH,"Dynegy Washington II, LLC",39.58,-81.6564,NG,0.6988,714.9,4376341,"1,945,467"
7358,OH,East Campus Utility Plant,39.137935,-84.504948,DFO,0.0033,4.8,137,84
